港文館 喫茶コーナー,こうぶんかんきっさこーなー,0850847,北海道釧路市 大町2-1-12 港文館1F,0154-42-5584,釧路駅,釧路駅から直線距離で1177m,海抜6m,喫茶店・軽食,42.9799091,144.38247424,https://r.gnavi.co.jp/a5gba2cw0000/
カフェテリア エルシド,かふぇてりあえるしど,0850012,北海道釧路市 川上町6-1,0154-25-2120,釧路駅,釧路駅から直線距離で774m,海抜6m,カフェ,42.98555024,144.3886066,https://r.gnavi.co.jp/afznfraj0000/
喫茶ベル＆リキ,きっさべるあんどりき,0850015,北海道釧路市北大通１４丁目,0154-24-5525,釧路駅,釧路駅から直線距離で91m,海抜2m,喫茶店,42.9900252,144.38284413,
なつかし館 蔵 釧路駅店,なつかしかんくらくしろえきてん,0880606,北海道釧路市 北大通14-1 JR釧路駅構内,0154-31-5055,釧路駅,釧路駅から直線距離で46m,海抜2m,喫茶店・軽食,42.99019946,144.38232075,https://r.gnavi.co.jp/kzu786jz0000/
ちゃーり,ちゃーり,0850013,北海道釧路市 栄町2-15,0154-22-3373,釧路駅,釧路駅から直線距離で969m,海抜6m,喫茶店・軽食,42.98330057,144.38864024,https://r.gnavi.co.jp/9g8dy9t10000/
Kusiro Yu-hi Cafe くしろ夕日カフェ,くしろゆうひかふぇ,0850846,北海道釧路市 入舟4-1-1 港町かもめホール2F,0154-41-2015,釧路駅,釧路駅から直線距離で1213m,海抜4m,カフェ,42.97962917,144.38049009,https://r.gnavi.co.jp/gc01a56y0000/
ラスベカツ,らすべかつ,0850841,北海道釧路市 南大通4-1-5,0154-42-1622,釧路駅,釧路駅から直線距離で1432m,海抜7m,喫茶店・軽食,42.97760941,144.38140789,https://r.gnavi.co.jp/2nb5b2tj0000/
コーヒーフロア パティオ,くしろししょうがいがくしゅうせんたーこーひーふろあぱてぃお,0850836,北海道釧路市 幣舞町4-28 生涯学習センター2F,0154-43-2340,釧路駅,釧路駅から直線距離で1427m,海抜26m,喫茶店・軽食,42.97800109,144.38598536,https://r.gnavi.co.jp/6a39gbuf0000/
茶寮時代屋,さりょうじだいや,0850034,北海道釧路市白金町３−１２,0154-25-8284,釧路駅,釧路駅から直線距離で247m,海抜3m,喫茶店,42.99253323,144.38069966,
Cafe くるみ,かふぇくるみ,0850841,北海道釧路市 南大通4-2-4,0154-64-9693,釧路駅,釧路駅から直線距離で1499m,海抜9m,カフェ,42.97702331,144.3809499,https://r.gnavi.co.jp/m3b94xvz0000/
コーヒーハウス ん,こーひーはうすん,0850832,北海道釧路市 富士見1-6-17,0154-41-3266,釧路駅,釧路駅から直線距離で1448m,海抜29m,喫茶店・軽食,42.97850143,144.38887953,https://r.gnavi.co.jp/4at7frmp0000/
ローゼ,ろーぜ,0850004,北海道釧路市 新富町15-16,0154-23-7531,釧路駅,釧路駅から直線距離で749m,海抜2m,喫茶店・軽食,42.99291078,144.39050315,https://r.gnavi.co.jp/pe80dmtt0000/
エーシーシーコーポレーション株式会社,えーしーしーこーぽれーしょん,0850834,北海道釧路市弥生１丁目１−２,0154-44-0111,釧路駅,釧路駅から直線距離で1944m,海抜28m,コーヒー専門店,42.97303006,144.38336179,
有限会社しなもん,しなもん,0850815,北海道釧路市材木町４−２０,0154-42-4619,釧路駅,釧路駅から直線距離で1567m,海抜18m,"コーヒー専門店
喫茶店",42.98412378,144.39906807,
有限会社しなもん　焙煎工場,しなもんばいせんこうじょう,0850815,北海道釧路市材木町４−３,0154-42-4618,釧路駅,釧路駅から直線距離で1571m,海抜21m,コーヒー専門店,42.98429316,144.39923744,
コーヒーサロンつきみ坂,こーひーさろんつきみざか,0850832,北海道釧路市 富士見3-11-37,0154-64-6115,釧路駅,釧路駅から直線距離で2023m,海抜22m,喫茶店・軽食,42.97344653,144.39064631,https://r.gnavi.co.jp/9hprzkky0000/
M,えむ,0850815,北海道釧路市 材木町9-14,0154-43-2800,東釧路駅,東釧路駅から直線距離で1280m,海抜31m,喫茶店・軽食,42.98748961,144.40021099,https://r.gnavi.co.jp/hvsy6c800000/
LO BAZAAR Park Cafe,ろばざーるぱーくかふぇ,0880605,北海道釧路郡釧路町 別保原野南24線78-6 別保公園内,0154-62-3001,別保駅,別保駅から直線距離で718m,海抜9m,カフェ,42.99486968,144.4607852,https://r.gnavi.co.jp/hzu9e85j0000/
バスストップ喫茶,ばすすとっぷ,0882143,北海道釧路郡釧路町 河畔2-6,0154-40-2277,遠矢駅,遠矢駅から直線距離で1617m,海抜7m,喫茶店・軽食,43.03349465,144.45284091,https://r.gnavi.co.jp/nt2rvayn0000/
ららんじーにゃカフェ,ららんじーにゃかふぇ,0880616,北海道釧路郡釧路町 曙2-11-12,0154-64-9226,東釧路駅,東釧路駅から直線距離で2187m,海抜3m,カフェ,43.01493352,144.40865513,https://r.gnavi.co.jp/my0twtxh0000/
グランピエ GRAND PIED,ぐらんぴえ,0880616,北海道釧路郡釧路町 曙2-11-10,0154-37-7555,東釧路駅,東釧路駅から直線距離で2210m,海抜3m,喫茶店・軽食,43.0151252,144.40840233,https://r.gnavi.co.jp/d2mh34a90000/
スターバックスコーヒー イオン釧路店,すたーばっくすこーひーいおんくしろてん,0880621,北海道釧路郡釧路町 桂木1-1-7 イオン釧路店,0154-65-8150,東釧路駅,東釧路駅から直線距離で1626m,海抜3m,カフェ,43.00907852,144.40463667,https://r.gnavi.co.jp/r8de3b4j0000/
珈琲所 コメダ珈琲店 イオン釧路店,こーひーどころこめだこーひーてんいおんくしろてん,0880621,北海道釧路郡釧路町 桂木1-1-7 イオン釧路店,0154-65-6725,東釧路駅,東釧路駅から直線距離で1626m,海抜3m,カフェ,43.00907852,144.40463667,https://r.gnavi.co.jp/9b9pbmgb0000/
ｃａｆｅ四つ葉ａｐａｒｔ＋ｍａｎｍａｋｉｔｃｈｅｎ　釧路店,かふぇよつばあぱーとぷらすまんまきっちんくしろてん,0880621,北海道釧路郡釧路町桂木１丁目１−７,0154-65-9833,東釧路駅,東釧路駅から直線距離で1637m,海抜3m,カフェ,43.00918207,144.40463535,
のーむ,のーむ,0882148,北海道釧路郡釧路町字トリトウシ原野,0154-40-2135,釧路湿原駅,釧路湿原駅から直線距離で3370m,海抜7m,カフェ,43.07311971,144.43013452,
細岡ビジターズラウンジ,ほそおかびじたーずらうんじ,0882141,北海道釧路郡釧路町 達古武22-8,0154-40-4455,釧路湿原駅,釧路湿原駅から直線距離で176m,海抜37m,喫茶店・軽食,43.10036906,144.45001356,https://r.gnavi.co.jp/c1krj8ye0000/
ボンボン,ぼんぼん,0440012,北海道虻田郡倶知安町 南二条東1-4-1,0136-22-1357,倶知安駅,倶知安駅から直線距離で618m,海抜175m,カフェ,42.90005993,140.75269005,https://r.gnavi.co.jp/86d97tha0000/
マウンテン キオスク コーヒー,まうんてんきおすくこーひー,0440004,北海道虻田郡倶知安町 北4条東1-1-63,0136-25-4339,倶知安駅,倶知安駅から直線距離で671m,海抜177m,カフェ,42.90408148,140.75310909,https://r.gnavi.co.jp/a3m5rz1e0000/
なぎさ,なぎさ,0440052,北海道虻田郡倶知安町 北二条西1-3-2,0136-22-0576,倶知安駅,倶知安駅から直線距離で491m,海抜176m,喫茶店・軽食,42.90262597,140.75140943,https://r.gnavi.co.jp/8crcjyzy0000/
ベルニナ,べるにな,0440053,北海道虻田郡倶知安町北３条西１丁目１−１,0136-22-5498,倶知安駅,倶知安駅から直線距離で451m,海抜177m,喫茶店,42.90325301,140.75065516,
あとむ,あとむ,0440054,北海道虻田郡倶知安町 北四条西2,0136-22-3501,倶知安駅,倶知安駅から直線距離で419m,海抜177m,喫茶店・軽食,42.90449782,140.74909553,https://r.gnavi.co.jp/smgnczb20000/
わっくわく,わっくわく,0440053,北海道虻田郡倶知安町 北三条西2-1-1 グループホームわっくわく,0136-55-5828,倶知安駅,倶知安駅から直線距離で254m,海抜176m,カフェ,42.90336171,140.74778196,https://r.gnavi.co.jp/n75mrn8a0000/
スプラウト,すぷらうと,0440051,北海道虻田郡倶知安町北１条西３丁目１０,0136-55-5161,倶知安駅,倶知安駅から直線距離で121m,海抜174m,カフェ,42.90186696,140.74697498,
たんぽぽ 倶知安,たんぽぽくっちゃん,0440076,北海道虻田郡倶知安町 高砂101-9,0136-22-4395,倶知安駅,倶知安駅から直線距離で2579m,海抜176m,カフェ,42.87894882,140.75101674,https://r.gnavi.co.jp/255pc6f80000/
カフェキュバノス,かふぇきゅばのす,0440081,北海道虻田郡倶知安町字山田１７０−１３６,0136-22-0399,比羅夫駅,比羅夫駅から直線距離で2848m,海抜211m,カフェ,42.87388085,140.72780062,
PANORAMA CLUB HOUSE,ぱのらまくらぶはうす,0440081,北海道虻田郡倶知安町 山田60-4,0136-55-8117,比羅夫駅,比羅夫駅から直線距離で1853m,海抜201m,カフェ,42.86474539,140.72799596,https://r.gnavi.co.jp/p0pjy4dd0000/
セブンスターズカフェ,せぶんすたーずかふぇ,0440081,北海道虻田郡倶知安町 山田72-1,0136-23-3334,比羅夫駅,比羅夫駅から直線距離で1745m,海抜206m,カフェ,42.86414396,140.7249344,https://r.gnavi.co.jp/r9g185fs0000/
自家製酵母パンぐずぐず,じかせいこうぼぱんぐずぐず,0440087,北海道虻田郡倶知安町ニセコひらふ４条１丁目１−２２,0136-21-4855,比羅夫駅,比羅夫駅から直線距離で1695m,海抜205m,カフェ,42.8637043,140.7247793,
寶月,ほうげつ,0440077,北海道虻田郡倶知安町字比羅夫３４０−５,0136-21-7711,比羅夫駅,比羅夫駅から直線距離で1448m,海抜234m,"うどん
カフェ",42.84892039,140.74039262,
ｍｅｌｉｍｅｌｏＹｕｋｉＮｏＫｏｅ,めりめろゆきのこえ,0440080,北海道虻田郡倶知安町ニセコひらふ１条２丁目６−９,0136-55-7884,比羅夫駅,比羅夫駅から直線距離で1928m,海抜260m,カフェ,42.86111233,140.70644226,
Green Farm Cafe,ぐりーんふぁーむかふぇ,0440081,北海道虻田郡倶知安町 山田190-4,0136-23-3354,比羅夫駅,比羅夫駅から直線距離で1912m,海抜262m,カフェ,42.86026313,140.70556994,https://r.gnavi.co.jp/dvhbvn4b0000/
ＪＡＭｃａｆｅｂａｒ,じゃむかふぇばー,0440081,北海道虻田郡倶知安町字山田１８９,0136-23-0700,比羅夫駅,比羅夫駅から直線距離で2048m,海抜273m,"カフェ
バー",42.86071779,140.70389532,
I GATE IKEUCHI niseko,あいげーといけうちにせこ,0440081,北海道虻田郡倶知安町 山田188-9 hiraful88 1F,0136-55-8560,比羅夫駅,比羅夫駅から直線距離で2094m,海抜279m,カフェ,42.8603823,140.70276467,https://r.gnavi.co.jp/cnygsbhw0000/
イフ,いふ,0440081,北海道虻田郡倶知安町 山田167-22,0136-22-4770,比羅夫駅,比羅夫駅から直線距離で1786m,海抜251m,カフェ,42.85842426,140.70546437,https://r.gnavi.co.jp/c4y62rzj0000/
Tanta an,たんたあん,0440081,北海道虻田郡倶知安町 山田209,0136-22-0648,比羅夫駅,比羅夫駅から直線距離で3230m,海抜452m,カフェ,42.86797254,140.69330106,https://r.gnavi.co.jp/c3ut9jv10000/
Mountain kiosk coffee,まうんてんきよすくこーひー,0440081,北海道虻田郡倶知安町 山田204-30,0136-25-4339,比羅夫駅,比羅夫駅から直線距離で2348m,海抜302m,カフェ,42.86107084,140.69955939,https://r.gnavi.co.jp/3yy818c90000/
1000Mヒュッテ,せんめーとるひゅって,0440081,北海道虻田郡倶知安町 字山田204 ニセコマウンテンリゾート グラン・ヒラフ,0136-22-0109,比羅夫駅,比羅夫駅から直線距離で2348m,海抜302m,カフェ,42.86107084,140.69955939,https://r.gnavi.co.jp/1jmnda1c0000/
グリーン茶草カフェ,ぐりーんさそうかふぇ,0440078,北海道虻田郡倶知安町 樺山59-35,0136-55-5934,比羅夫駅,比羅夫駅から直線距離で1695m,海抜233m,カフェ,42.85125852,140.70227649,https://r.gnavi.co.jp/38nwtz9r0000/
ｃａｆｅ＆ｂａｒＳａｎｔａｎａ,かふぇあんどばーさんたな,0440078,北海道虻田郡倶知安町字樺山１１６−６,0136-23-1003,比羅夫駅,比羅夫駅から直線距離で1436m,海抜205m,カフェ,42.84281737,140.70692669,
東京堂コーヒー店,とうきょうどうこーひーてん,0691511,北海道夕張郡栗山町 中央3-59,0123-72-1135,栗山駅,栗山駅から直線距離で567m,海抜24m,カフェ,43.05879243,141.78269887,https://r.gnavi.co.jp/1whxbgv40000/
有限会社ケンゾーコーヒー社,けんぞーこーひーしゃ,0691511,北海道夕張郡栗山町中央３丁目５９,0123-72-1135,栗山駅,栗山駅から直線距離で571m,海抜24m,"コーヒー専門店
喫茶店",43.05880929,141.78275293,
ツモロー,つもろー,0691511,北海道夕張郡栗山町 中央2-94,0123-72-4600,栗山駅,栗山駅から直線距離で334m,海抜25m,喫茶店・軽食,43.0588313,141.77981771,https://r.gnavi.co.jp/8rnf7pen0000/
セブン,せぶん,0691511,北海道夕張郡栗山町 中央2-235,0123-72-0358,栗山駅,栗山駅から直線距離で291m,海抜25m,喫茶店・軽食,43.05958227,141.7789092,https://r.gnavi.co.jp/sb6535vz0000/
だりあいす,だりあいす,0691513,北海道夕張郡栗山町 朝日3-96-81,0123-72-1030,栗山駅,栗山駅から直線距離で1353m,海抜24m,喫茶店・軽食,43.05926509,141.79233589,https://r.gnavi.co.jp/mf0th2250000/
栗の樹ファーム,くりのきふぁーむ,0691508,北海道夕張郡栗山町 湯地22-25,0123-72-3917,栗山駅,栗山駅から直線距離で1438m,海抜74m,喫茶店・軽食,43.06712772,141.7887161,https://r.gnavi.co.jp/2jug43bj0000/
小林家,こばやしけ,0691521,北海道夕張郡栗山町 錦3-109,0123-76-7228,栗山駅,栗山駅から直線距離で587m,海抜21m,カフェ,43.06113021,141.76967016,https://r.gnavi.co.jp/nvzver810000/
日出クラシックパーク,ひのでくらしっくぱーく,0680354,北海道夕張郡栗山町字日出２３０−１,0123-75-2887,,,海抜72m,カフェ,43.04128475,141.90220141,
黒ひげ,くろひげ,0480101,北海道寿都郡黒松内町 黒松内238-7,0136-72-3369,黒松内駅,黒松内駅から直線距離で204m,海抜23m,喫茶店・軽食,42.6694486,140.3081465,https://r.gnavi.co.jp/k93055my0000/
マザーネイチャー,まざーねいちゃー,0480101,北海道寿都郡黒松内町 字黒松内565-5,0136-72-3728,黒松内駅,黒松内駅から直線距離で1391m,海抜50m,コーヒー,42.65840769,140.31336137,https://r.gnavi.co.jp/4753jk3w0000/
toit vert,とわゔぇーる,0480125,北海道寿都郡黒松内町 目名152-4,0136-72-4416,黒松内駅,黒松内駅から直線距離で1844m,海抜57m,喫茶店・軽食,42.68291817,140.2923002,https://r.gnavi.co.jp/ja7cmzzz0000/
喫茶店 タンポポハウス,きっさてんたんぽぽはうす,0480113,北海道寿都郡黒松内町 豊幌307-7 タンポポハウス,0136-72-3043,熱郛駅,熱郛駅から直線距離で5490m,海抜94m,喫茶店・軽食,42.62901463,140.35313382,https://r.gnavi.co.jp/mn7vgb880000/
モンレーブ,もんれーぶ,0980338,北海道上川郡剣淵町 仲町3-5,0165-34-2464,剣淵駅,剣淵駅から直線距離で126m,海抜133m,喫茶店・軽食,44.0969599,142.36318281,https://r.gnavi.co.jp/j92c7r050000/
喫茶 らくがき,きっさらくがき,0980332,北海道上川郡剣淵町 緑町15-3,0165-34-3937,剣淵駅,剣淵駅から直線距離で610m,海抜134m,喫茶店・軽食,44.09994258,142.3587192,https://r.gnavi.co.jp/nrm3bdaa0000/
工房GC,こうぼうじーしー,0980341,北海道上川郡剣淵町 東町5362,0165-34-2886,剣淵駅,剣淵駅から直線距離で4646m,海抜175m,カフェ,44.10049033,142.42231245,https://r.gnavi.co.jp/nmt7h5vw0000/
茶房 潤,さぼうじゅん,0993600,北海道斜里郡小清水町 元町1,0152-62-2954,止別駅,止別駅から直線距離で7805m,海抜21m,カフェ,43.86248707,144.46745158,https://r.gnavi.co.jp/ag1wt6t50000/
元気カフェ ブラン,げんきかふぇぶらん,0030022,北海道札幌市白石区 南郷通1南8-1,011-863-5855,白石駅(札幌市営),白石駅から直線距離で71m,海抜26m,カフェ,43.04551233,141.39639716,https://r.gnavi.co.jp/7p81rrbt0000/
